弹幕,时间
太可爱了,2019-03-21 19:58:02
感谢！！！！醍醐灌顶,2019-03-22 22:16:38
谢谢,2019-03-23 13:18:51
啊啊啊啊啊啊啊啊,2019-03-24 10:07:14
感谢,2019-03-27 15:09:11
完结撒花,2019-03-27 17:25:22
普适的代价是抽象,2019-03-27 17:47:10
感谢,2019-03-27 18:23:17
我感觉到持续的精神高潮！,2019-03-27 21:59:58
完结撒花,2019-03-27 22:05:27
完结撒花，感谢up主,2019-03-30 10:40:18
感谢作者和字幕组,2019-03-31 03:42:04
合影,2019-04-01 04:15:09
bye,2019-04-02 12:06:56
有没有人跟我一样在意导函数是怎么回事,2019-04-02 19:35:30
导数反应函数变化，矩阵反应向量变化，所以,2019-04-02 21:03:43
谢谢,2019-04-09 17:42:56
函数几阶可导 泰勒就能展开到几阶 无穷阶可导那是无穷级数的事,2019-04-09 19:51:34
计算机,2019-04-09 20:49:03
不错不错,2019-04-09 20:48:17
颠覆人生观,2019-04-09 20:51:13
紫色的π是什么,2019-04-09 20:50:36
←你好强！！！,2019-04-09 20:52:31
我全忘了。,2019-04-09 20:53:16
同意%%%%%%%%%%%%,2019-04-09 20:54:27
开弹幕,2019-04-09 20:55:10
米青 女少,2019-04-09 20:56:57
评论区比视频还好系列,2019-04-09 20:58:40
木及 女少 木及 女少 口阿,2019-04-09 21:06:38
π好多好多啊,2019-04-09 21:10:07
是一个抽象的东西,2019-04-09 21:11:55
跑来    完结撒花  感谢,2019-04-14 17:11:50
上课上课,2019-04-15 23:19:57
跪谢跪谢！,2019-04-20 18:04:29
线性的定义,2019-04-22 19:37:07
感谢作者及翻译者，受益匪浅,2019-04-25 11:15:33
厉害厉害 太感谢了 很有帮助,2019-04-25 16:23:13
真好啊,2019-04-25 16:24:33
谢谢作者,2019-04-26 23:59:54
非常感谢,2019-04-27 00:00:03
范德蒙,2019-04-30 00:53:00
感谢,2019-04-30 01:03:36
谢谢作者，谢谢翻译，谢谢同学,2019-05-02 15:12:33
谢谢作者和字幕组,2019-05-05 02:03:25
非常感谢！,2019-05-10 00:33:29
非常感谢！,2019-05-10 22:28:53
恐怖的音乐再次响起，我的大脑一片空白.........................................,2019-05-11 17:26:42
感谢感谢感谢,2019-05-12 21:46:10
感谢感谢感谢,2019-05-12 21:46:23
谢谢老师，谢谢字幕组,2019-05-14 00:07:34
完结撒花，感谢作者！！！,2019-05-14 14:15:37
2333333333333,2019-05-14 18:06:16
我一个考公的看了几天这个……就是为了弥补大学的一点遗憾,2019-05-14 18:25:39
谢谢,2019-05-15 03:30:39
感谢翻译,2019-05-19 15:29:26
谢谢老师,2019-05-19 15:28:56
硬币走起来呀,2019-05-20 17:28:20
6,2019-05-21 12:15:21
感谢老师,2019-05-21 12:34:58
感谢,2019-05-21 19:33:36
十分感谢,2019-05-22 16:47:14
这是泛函兄弟，傅里叶。。,2019-05-23 22:48:36
数学系学的比这更难，这只是最基础的概念,2019-05-24 00:20:56
线性系统,2019-05-24 16:07:04
庞加莱：数学是一门给不同事物赋予相同名称的艺术,2019-05-24 16:34:25
这是人类智慧的结晶！,2019-05-24 16:42:36
感谢,2019-06-09 10:58:17
感谢up主,2019-06-09 15:37:47
THX 3B1B,2019-06-09 16:13:07
建议关弹幕，这群人估计搜遍脑袋才发出这v额名词，显得自己很牛逼一样。,2019-06-09 16:20:52
谢谢 谢谢 谢谢,2019-06-10 11:30:35
awsl_(:3」∠❀)_,2019-06-12 13:08:12
看的热泪盈眶,2019-06-13 22:39:12
感谢,2019-06-15 14:04:57
坐标变换公式的本质,2019-06-15 19:08:46
不一定是连续的,2019-06-18 21:52:17
离散数学,2019-06-18 22:06:54
谢谢,2019-06-22 15:35:31
感谢 really thank you ,2019-06-22 15:46:29
666666,2019-06-22 19:52:38
完结撒花,2019-06-22 19:58:28
非常感谢,2019-06-24 07:41:52
加法和数量乘法封闭1,2019-06-24 18:11:04
感谢,2019-06-29 18:43:16
谢谢老师,2019-06-29 18:43:37
p2的计算机专业学生,2019-06-30 21:26:00
谢谢UP,2019-07-02 12:53:10
完结撒花,2019-07-03 15:19:18
"为什么系数是输入,坐标点是变换",2019-07-04 12:04:12
你好，我初二（熟练微积分,2019-07-08 02:01:16
感谢！,2019-07-17 10:25:15
看成阿基米德,2019-07-17 22:00:11
高中物竞生冒泡,2019-07-17 22:20:14
完结撒花,2019-07-17 22:20:33
合影,2019-07-18 17:19:20
谢谢,2019-07-18 23:56:35
突然想起来泛型编程：只要那个类（型）定义了那几种算子，无论那个类（型）多么怪异，都可以应用那一套模板,2019-07-19 23:33:47
std::vector,2019-07-19 23:35:19
怪不得ML里万物皆向量,2019-07-19 23:37:50
泰勒展开？,2019-07-20 17:13:51
谢谢老师，感动哭了！太用心了啊啊啊！,2019-07-20 22:58:01
向量的本质就是，线性！,2019-07-21 21:52:24
群论的影子？,2019-07-21 22:41:39
泛函走起,2019-07-23 14:07:38
感谢字幕组，感谢作者！,2019-07-24 09:34:21
感谢！！！,2019-07-24 19:15:09
谢谢老师,2019-07-24 21:16:57
我们刚开始讲数分的时候老师说不能这么用，f和g极限存在不代表f+g极限也一定存在,2019-07-25 12:06:34
你都线性空间了还没有定义内积？？,2019-07-25 12:16:43
抽象代数咯,2019-07-25 12:17:50
2333333333,2016-10-19 12:12:26
大学的课本都是先讲行列式，再讲矩阵的,2016-10-20 00:12:24
汉明码那个Hamming吗,2016-10-20 09:09:36
斜不拉几翻译好评,2016-10-20 16:04:35
斜不拉几的,2016-10-20 18:06:13
利用代数余子式进行第一行展开运算,2016-10-20 18:06:18
这是余弦曲线么,2016-10-20 18:06:42
二向箔,2016-10-20 18:06:44
也有先讲矩阵的,2016-10-20 21:09:24
我们就是先将矩阵后将行列式，但是线性空间和线性变换是最后讲的,2016-10-20 22:10:17
行列式的按行展开,2016-10-20 22:10:26
 这里翻译有误，这是一个思考题,2016-10-20 22:10:33
扯淡，人家翻译的没错（鄙视）,2016-10-20 22:10:36
这样理解确实好牛,2016-10-20 23:11:19
这样的话反矩阵，就是原样恢复的意义啊，类似魔方转回,2016-10-20 23:11:22
看完想重新读大学系列,2016-10-21 00:12:44
233333333,2016-10-21 01:01:03
早已吓傻了！,2016-10-21 05:05:49
这是二向箔吗←_←,2016-10-21 14:02:39
好想听俄语味的平行六面体233,2016-10-21 14:02:44
嗯嗯，这才是二向箔,2016-10-21 14:02:45
这么一来有很多证明似乎都可以利用几何意义了…,2016-10-21 14:02:49
咦 只有我一人。。。,2016-10-21 14:02:51
行列式居然代表了面积缩放比例Σ(ﾟдﾟ;)从来没这样想过,2016-10-21 15:03:16
若一个矩阵的行列式为0那就降维打击了啊！,2016-10-21 15:03:18
行列式为0，那反向来说肯定是列相关的,2016-10-21 15:03:24
233333333333,2016-10-21 15:03:56
斜不啦叽。。,2016-10-21 16:04:01
 归零者,2016-10-21 16:04:05
好强。。。,2016-10-21 16:04:36
还有9人 可以可以 ,2016-10-21 19:07:39
大学里是通过线性方程组引入的线性代数，所以先讲行列式,2016-10-21 19:07:52
厉害了,2016-10-21 20:08:16
混合积OAO,2016-10-21 20:08:19
零向箔打击,2016-10-21 20:08:20
这才是二向箔,2016-10-21 20:08:24
哈哈哈 斜不拉几。。。。,2016-10-21 20:08:35
那三维呢？它的反面是？？,2016-10-21 21:09:33
斯坦福大佬,2016-10-21 22:10:43
反矩阵是啥。。。。,2016-10-21 22:10:51
。。,2016-10-22 00:12:22
三维的翻转应该是右手系变为左手系吧？,2016-10-22 10:10:40
他是在说可汗学院那位老师吗2333,2016-10-22 10:10:51
是余弦函数,2016-10-22 11:11:38
0.0.,2016-10-22 15:03:30
这个我服,2016-10-22 15:03:35
哈哈哈向战斗种族低头,2016-10-22 17:05:43
反矩阵？不是逆矩阵吗？,2016-10-22 17:05:47
服服服~~~,2016-10-22 20:08:55
之前的感觉果然没错,2016-10-22 21:09:23
看完这集就去做题,2016-10-22 21:09:24
我们先讲的矩阵再讲行列式,2016-10-22 21:09:27
看了图书馆所有的线性代数数感觉先讲矩阵的书才是好书,2016-10-22 23:11:18
这里太棒了。,2016-10-22 23:11:39
23333333333333,2016-10-23 10:10:59
有人,2016-10-23 15:03:02
微元法,2016-10-23 15:03:04
Khan Academy?,2016-10-24 06:06:27
右手定则吧？,2016-10-24 07:07:05
这个证明要构造个大矩阵，数值证明的话，用几何就一句话。,2016-10-24 07:07:11
Pen-Pineapple-Apple-Pen,2016-10-24 14:02:50
磁通量..,2016-10-24 17:05:05
字幕会玩啊,2016-10-24 17:05:08
看了这个视频受益良多呀,2016-10-24 17:05:09
左手系变成右手系,2016-10-24 17:05:14
可能是台湾人,2016-10-24 23:11:39
我学的课本是先讲的矩阵,2016-10-25 00:12:48
我觉得不是这个解释神了，而是概念就是这么来的，后来的人本末倒置了,2016-10-25 11:11:02
跪了,2016-10-27 11:11:16
国外教材是先讲矩阵的,2016-10-27 17:05:17
涨姿势了,2016-10-27 17:05:48
强啊,2016-10-27 17:05:52
厉害了我的哥,2016-10-28 00:12:08
这是减一向箔，或者湮灭。,2016-11-02 15:03:19
这不就是JHat的方向改了吗？,2016-11-02 15:03:36
二向箔！,2016-11-04 16:04:22
我隐约记得高数讲过这个东西。。。,2016-11-05 10:10:52
行列式的值就是矩阵变换缩放的面积倍数。。,2016-11-05 16:04:48
降维打击= =,2016-11-05 16:04:49
向和反向,2016-11-05 16:04:50
这个解释应该是行列式就是个系数，所以相乘,2016-11-05 18:06:28
好,2016-11-05 21:09:19
斜不拉几 哈哈,2016-11-05 21:09:22
是余弦函数,2016-11-05 22:10:33
我回答不上来= = ,2016-11-06 17:05:04
我还要看一集,2016-11-07 00:12:20
很笨的以为是个三角形。。。,2016-11-07 00:12:24
很接地气,2016-11-07 00:12:49
斜不拉几体,2016-11-07 00:12:49
see you,2016-11-07 00:12:59
哈哈哈哈哈,2016-11-08 00:12:53
这解释神了,2016-11-08 22:10:42
所以左右手定则其实就是第四个维度的表征？,2016-11-08 22:10:45
国外课本好多先讲线性空间线性变换的。。,2016-11-11 12:12:41
有限元,2016-11-12 10:10:20
法国大学是先讲线性空间的,2016-11-13 06:06:21
高中立体几何的向量法2333333,2016-11-13 18:06:57
AYYZ28fsy坚持到了这里,2016-11-13 23:11:00
白读了一年线代,2016-11-14 04:04:03
听君一席话 胜读十年书,2016-11-14 04:04:03
思考方式不一样而已,2016-11-14 17:05:33
国内先行列式再矩阵是另外一种理解方式,2016-11-14 17:05:35
我也以为是三角形面积/ 滑稽脸,2016-11-14 19:07:37
国内正好相反只要会算就行 各种花式算,2016-11-14 20:08:28
所以像lda这样的线性降维就是找一个det=0的矩阵来压缩掉一个维度吗……,2016-11-15 00:12:59
神·斜不啦叽,2016-11-15 14:02:41
前面三角形的等等我。。。。。,2016-11-15 18:06:59
加一,2016-11-15 19:07:35
课本垃圾,2016-11-15 19:07:36
噢噢噢,2016-11-15 19:07:38
降维打击。。。,2016-11-15 19:07:38
pe惹啦pepe,2016-11-15 19:07:42
哈哈哈哈,2016-11-15 19:07:44
对对对，展开了,2016-11-15 19:07:50
← 正是  +1,2016-11-15 20:08:17
用顺时针和逆时针来解释相对取向更好点吧,2016-11-16 01:01:42
突然对线性相关有了新的认识……,2016-11-16 15:03:01
666!!!,2016-11-16 18:06:55
natural！,2016-11-17 00:12:34
一句话：显然易证,2016-11-17 15:03:41
原来是这样,2016-11-19 19:07:20
#（喷）,2016-11-20 19:07:13
手性？,2016-11-20 19:07:17
斜不拉几红红火火恍恍惚惚hhhhh,2016-11-21 19:07:03
中指┻━┻︵╰(‵□′)╯︵┻━┻,2016-11-21 19:07:04
我来解释一下我的理解,2016-11-21 19:07:10
1.就是说一个行列式相当于一次空间变换引起的面积变化,2016-11-21 19:07:12
2.两个行列式相乘相当于进行了两次空间放缩,2016-11-21 19:07:13
3.两次空间放缩引起的面积变化就是两次面积变化倍数的乘积,2016-11-21 19:07:15
二向箔！,2016-11-23 17:05:08
仿佛打开了新世界的大门〣( ºΔº )〣,2016-11-23 17:05:23
字幕君简直可爱233,2016-11-23 17:05:31
情不自禁来事摆手指233,2016-11-23 17:05:34
先讲矩阵的你学的是什么课本？,2016-11-27 00:12:02
我之前的线代都白学了,2016-11-28 23:11:30
应该是余弦函数呢,2016-11-29 13:01:00
展开式定理。。,2016-11-29 13:01:09
被甩后的我沉迷学习无法自拔,2016-11-29 20:08:47
被校园网卡到死,2016-12-01 20:08:29
哈哈哈,2016-12-05 11:11:44
前面线性相关的憋走！受老夫一拜！,2016-12-05 13:01:46
原来如此,2016-12-09 15:03:38
你们怎样看人数啊,2016-12-10 21:09:09
BOOM! ,2016-12-10 22:10:00
三斜,2016-12-11 10:10:20
(AB)I = A(BI),2016-12-11 15:03:22
行列式值为零—降秩—线性相关—面积变化比例为零,2016-12-11 23:11:42
PPAP2333,2016-12-12 19:07:55
略,2016-12-12 19:07:58
深夜学习，小伙伴！！！！,2016-12-15 01:01:24
可逆矩阵就是不会变成直线吗？,2016-12-15 19:07:00
混合积,2016-12-15 19:07:06
两次面积变化,2016-12-15 19:07:10
我擦原来！,2016-12-17 14:02:23
先讲行列式,2016-12-17 14:02:24
我擦,2016-12-17 14:02:25
我去,2016-12-17 14:02:27
我也是。。,2016-12-18 02:02:22
清华居余马线性代数二版先讲行列式,2016-12-18 07:07:17
变换两次和一步到位最终效果一样，面积相等,2016-12-18 11:11:39
行列式就是表示面积啊，解析几何里就有讲，只不过写成展开式了。,2016-12-19 05:05:00
线性相关面积就是零嘛，变成了一条线。,2016-12-19 05:05:07
求面积就是用夹角的正弦啊，从垂直开始算，余角就是余弦嘛。,2016-12-19 05:05:40
高中生都去哪了怎么不来说简单了,2016-12-19 14:02:28
来吧来拉普拉斯展开,2016-12-19 14:02:35
可能教材版本不一样反正我是逆矩阵,2016-12-19 14:02:36
三角加一。。。,2016-12-20 01:01:07
面积为零，三维中ijz有俩或仨重合，故相关,2016-12-20 01:01:26
这个确实不难啊（视频到现在的内容）,2016-12-20 18:06:17
三角形的笑死我了哈哈啊,2016-12-20 18:06:18
本来是一个整体哪有先后关系，只不过简单的用图形更直观,2016-12-20 18:06:26
为什么三体读者这么烦人,2016-12-20 18:06:28
看到这里惊叹得要炸了,2016-12-21 15:03:11
降维打击到来了,2016-12-23 02:02:01
三角形+1 哈哈哈,2016-12-23 17:05:14
泪流满面，我用三角函数得出的，想不到还可以这样。。,2016-12-26 16:04:13
斜不垃圾,2016-12-27 12:12:29
这还能解释雅可比方程,2016-12-27 14:02:46
强,2016-12-27 14:02:58
我们习题课老师也这么讲过。。。,2016-12-28 18:06:54
为什么我们要把determinant翻译成行列式……,2017-01-01 20:08:55
这个视频全系列加起来其实都只是线代的初级内容。。。,2017-01-02 13:01:49
国内教材是先讲行列式的。。简直奇葩,2017-01-02 13:01:51
这个才是行列式概念的本源，教材编写的逻辑顺序有问题。。,2017-01-02 13:01:52
<-因为很多人科幻小说只看过三体，又没上过大学或者大学睡觉过的,2017-01-02 13:01:55
行列式为0，则线性相关,2017-01-02 19:07:24
我学的外国教材，先从向量和向量空间开始，行列式是很后面了,2017-01-03 11:11:28
范数和膜？,2017-01-03 21:09:41
超体积,2017-01-03 21:09:42
Jacob +1,2017-01-03 21:09:43
高中生表示代数功底不够是学不好的,2017-01-03 21:09:45
有向面积,2017-01-03 21:09:47
取abs就是几何意义,2017-01-03 21:09:48
余弦波啊,2017-01-03 21:09:48
可轮换,2017-01-03 21:09:50
本讲最重要的部分,2017-01-03 21:09:51
等底等高,2017-01-03 21:09:51
国内表示行列式是第六章讲的，之前讲了矩阵和向量空间,2017-01-04 22:10:12
的确这么想的话可逆也就是不降维，能够恢复,2017-01-05 09:09:54
把两个列向量画出来即可(•̀ω•́)✧,2017-01-05 10:10:00
z =,2017-01-05 14:02:22
线代白学,2017-01-06 15:03:42
所以二向箔就是个能把三维向量空间化成行列式为零的矩阵？？？,2017-01-06 15:03:47
所以要找有用的极大无关组,2017-01-06 15:03:53
说句公道话，三体作为科幻小说确实不错,2017-01-07 12:12:24
23333听这个translate.google.cn/m/translate#ru/en/parallelepiped,2017-01-08 14:02:31
斜不拉几～～～,2017-01-08 21:09:42
明天考线代，现在来看看。。。,2017-01-10 20:08:08
降维打击。,2017-01-10 20:08:13
音译：波拉莉莉憋憋特,2017-01-12 21:09:47
параллелепипед,2017-01-13 18:06:36
向量积？,2017-01-13 21:09:46
n,2017-01-14 01:01:01
slanty slanty,2017-01-17 10:10:22
23333,2017-01-17 10:10:23
前面膜的，你想干嘛？,2017-01-17 16:04:55
想起了高 中快速求面法向量的,2017-01-18 10:10:59
Bi end hur'jei    qirmee,2017-01-23 13:01:07
暂停成功！！！！,2017-01-24 00:12:23
要讲叉乘了？,2017-01-24 20:08:08
微元的面积也按相同比例缩放？,2017-01-24 21:09:26
啊哈，方阵的秩小于其维度,2017-01-24 21:09:31
完全不想徒手解行列式……,2017-01-24 21:09:34
因为是两次线性变换……这么理解真的就很顺畅了,2017-01-24 21:09:35
高中生表示亦可赛艇,2017-01-27 10:10:05
高中生表示因缺思厅,2017-01-27 10:10:05
初中生路过,2017-01-31 13:01:58
hhh看到这里想起了微积分,2017-02-04 23:11:09
高中生表示哪易误,2017-02-06 08:08:41
大学白上,2017-02-08 21:09:21
连续 一阶导数,2017-02-08 21:09:26
这怎么能叫坚持呢，明明是一种享受！,2017-02-09 18:06:11
triple,2017-02-14 17:05:07
三角形 +1,2017-02-15 11:11:36
@微分,2017-02-15 13:01:20
注意：二重积分换元系数,2017-02-15 18:06:38
请坐,2017-02-15 18:06:44
还好我在要学线代之前看到了这个视频,2017-02-15 22:10:52
现在是凌晨一点四十，寒假，我真是沉默学习无法自拔,2017-02-17 01:01:41
原来如此,2017-02-21 12:12:54
在这里如果让绿色指针顺时针旋转会怎么样……,2017-02-21 16:04:07
想了一下顺时针面积也是变小然后增加,2017-02-21 16:04:12
11 +*._},2017-02-22 02:02:36
那么伴随矩阵是什么呢,2017-02-23 03:03:30
二维是在三维翻转了，这个是不是在四维翻转？,2017-02-24 21:09:59
面积本来就是矢量,2017-02-25 00:12:03
而且不论是从M1到M2还是从M2到M1,2017-02-25 04:04:36
也就是两种变化最后使空间变化的大小比例是相通的,2017-02-25 04:04:37
可汗学院2333,2017-02-26 08:08:43
不，还是不能几何证明，否则会有问题,2017-02-26 19:07:44
翻转,2017-02-26 19:07:45
等等！我看不出为什么啊！,2017-02-28 22:10:32
！！！,2017-03-02 15:03:40
